account_num,customer_name,account_age,num_accounts
C1175359408,Lilly-Grace Pollard,2,1
C403737694,Emily-Jane Doyle,7,1
C965392823,Humairaa Pate,4,2
C971038752,Teresa Appleton,8,0
C630126910,Alya Kelly,7,0
C1324100003,Cathal Stone,8,0
C572944799,Elaine Clifford,6,1
C1178495617,Jem Noel,9,1
C1773204180,Adelle Blaese,0,0
C6787213,Brennan Hardy,0,1
C299676567,Sakina Lawrence,7,0
C604223823,Carmel Hernandez,5,1
C1254873417,Lester Hopper,6,2
C44076603,Faisal Alcock,0,2
C801440067,Nabil Spencer,4,1
C2030907579,Rome Palmer,0,2
C1092421733,Sonya Bain,4,1
C2075407885,Dhruv Barr,1,0
C977881426,Arwen Franco,9,0
C867547315,Andre Swan,6,2
C194795902,Veer Leon,0,0
C1703005560,Liberty Benjamin,0,2
C1400396298,Mikayla Lim,1,1
C986099378,Noor Firth,8,2
C1027240158,Justin Morris,4,2
C1455132684,Nimra Melton,3,0
C1220455847,Lewie Coleman,6,1
C744310735,Raheel Povey,3,2
C2060445311,Jed Kerr,6,2
C1201782548,Avaya Mcgowan,3,2
C1139620031,Husnain Vu,3,2
C1184158371,Melissa Redfern,5,1
C1252931144,Nazia Mcgill,6,0
C13439006,Peggy Crouch,8,1
C815376417,Caleb Beach,5,1
C229578206,Josiah Turnbull,2,0
C1703586197,Taylan Burt,5,2
C405786021,Raveena Henderson,7,0
C280530058,Caprice Rahman,4,1
C1181416016,Oluwatobiloba Delacruz,1,0
C1073785393,Simeon Love,2,1
C1180448750,Zaine Henry,2,2
C308380898,Reyansh Drake,5,1
C1685011359,Oskar Mcphee,6,1
C47378031,Sunil Cantu,5,0
C7471902,Milli Flores,9,1
C1296632551,Arlene Zamora,3,1
C1484600503,Ryker Huynh,5,2
C908218831,Dalia Farmer,9,1
C859401182,Ishan Tanner,8,1
C1653572133,Jennie Hester,6,1
C1183255442,Lloyd Cleveland,5,0
C1023892847,Robson Guevara,7,2
C596082240,Kaan Moreno,6,2
C607852125,Rajan Oconnor,0,0
C592501648,Emanuel Wills,6,0
C1002292420,Kourtney Wilkins,5,1
C192391979,Millie Kirkland,4,2
C786328974,Sukhmani Mcdougall,7,2
C442502141,Charleigh Storey,5,2
C1905753973,Neriah Gilmore,0,0
C180843933,Alishba Saunders,7,2
C2061231155,Griffin Hatfield,7,1
C813519050,Curtis Rayner,6,0
C67564618,Jo Mccoy,7,2
C2079890788,Arianna Crowther,3,1
C1206201158,Lorna Gregory,5,1
C1962025812,Miyah Kemp,4,2
C508901893,Kaylan Donnelly,7,2
C1328031604,Poppie Hall,6,1
C715478342,Niall Hunt,3,1
C496490245,Courteney Fitzpatrick,6,1
C1891349126,Daphne Browning,6,0
C2125028741,Alannah Daugherty,9,1
C1890006026,Ioan Hurst,3,1
C1057843012,Mallory Hansen,8,2
C192692309,Kiah Cline,7,2
C2059252546,Tanisha Cassidy,7,1
C1729145094,Wiktor Duggan,0,2
C235348825,Rhiana Herrera,8,1
C431470200,Dawson Foster,7,2
C873642546,Preston Gardiner,9,1
C1445489967,Nichole Howells,1,1
C1635942744,Angharad Pritchard,5,1
C1159921510,Franky Medrano,2,1
C1690308314,Liyah Scott,7,1
C1897154168,Amal Jarvis,9,2
C82411843,Jordan-Lee Mendoza,4,1
C1457690487,Mcauley Milner,2,2
C850453935,Yousef Gaines,7,1
C1631863303,Gurveer Bell,2,0
C703538421,Kyra Shaw,7,0
C1802782608,Aamina Manning,0,1
C1583106764,Sam Castro,4,0
C499875706,Ryley Seymour,3,2
C1305688250,Sofia Gould,4,2
C72527447,Tillie Bolton,7,2
C946114107,Sinead Whittington,9,1
C2115114722,Mazie Wooten,8,1
C709945202,Priya Pittman,7,2
C1004655737,Sharon Parkes,2,0
C669548648,Elin Clemons,2,1
C1235433329,Colby Cannon,8,2
C1684349504,Ismaeel Turner,9,1
C1368547497,Rohit Decker,5,1
C848970035,Isaak North,5,1
C1657991342,Romana Vega,1,0
C795392406,Nadine Power,1,2
C1832715258,Lylah Davenport,2,1
C231625911,Sinead Castillo,6,2
C2028769824,Brent Britton,4,2
C304226466,Zayyan Fleming,1,0
C386253775,Meerab Sanchez,2,1
C1754355316,Viktoria Coulson,4,0
C1953543380,Trinity Ho,8,1
C2010430920,Jonny Cherry,3,2
C1316361030,Imaani Gilliam,4,1
C750181898,Renee Osborne,2,1
C1561401692,Kris Parkinson,3,2
C268031435,Marcos Duncan,9,1
C1902840657,Carole Amin,8,1
C1807212024,Ioan Rossi,9,2
C1052373547,Ranveer Justice,6,1
C2142191546,Milana Hopkins,7,1
C1446482589,Alayna Mcloughlin,7,2
C62578110,Roger Marin,0,2
C1927499592,Simrah Sweeney,7,0
C1949822017,Alicia Odling,4,1
C511589152,Jennie Deacon,9,1
C1266438780,Kristofer Valentine,4,2
C588111188,Ubaid Parrish,4,2
C1754491024,Kitty Chaney,2,2
C123464089,Trent Chang,4,1
C782083260,Yasmine Kouma,4,1
C1664559942,Gabija Briggs,5,1
C278071384,Abdi Carlson,7,0
C1222388978,Conor Hansen,8,2
C187156753,Emmie Flynn,8,0
C1360047656,Tiah Metcalfe,2,1
C1506389402,Jimmy Sosa,3,0
C1885057517,Tyrell Horner,9,1
C1166115254,Tyrese Bautista,2,0
C297010880,Killian Ramirez,2,1
C92658705,Atticus Millar,4,2
C679264661,Amy-Leigh Mcneill,0,1
C1639541021,Phillipa Gamble,8,1
C1351283180,Ariana Sampson,9,0
C2068105912,Libbie Rahman,3,0
C897240108,Carolina Carty,5,1
C530688543,Asmaa Adkins,4,1
C413347222,Astrid Goff,7,2
C1164911920,Shay Wilks,3,2
C639080989,Orlaith Whitney,6,2
C880033170,Maciej French,5,1
C893024535,Mikaeel Thorne,6,2
C155229221,Rayhaan Lister,6,1
C320677986,Sherri Gregory,5,2
C1619274810,Tye Huffman,0,0
C386686532,Ernie Ramos,9,0
C1346851230,Heena Goodman,4,0
C157662311,Summer-Louise Childs,7,1
C48129861,Keir Mcculloch,3,1
C1753156897,Tyreese Berg,3,1
C1694647261,Aarav Stark,3,1
C1101024670,Ellie Whitfield,6,1
C817229472,Sia Chandler,8,0
C540273554,Eddison Vu,2,2
C1465407714,Dalia Alcock,4,1
C185077758,Teddy Simons,8,1
C886577782,Savannah Amos,5,1
C567466823,Shoaib Hulme,7,0
C212951588,Keavy Craig,6,1
C1200487347,Bartosz Cole,4,0
C871514782,Shayan Clegg,4,0
C72204100,Tamzin Proctor,6,1
C65691051,Samanta Cleveland,7,1
C722628102,Dakota Mcnamara,4,1
C181743432,Kloe Mckeown,1,1
C1661671113,Aniqa Khan,2,1
C844957702,Nichole Hardin,4,0
C168239637,Cheyanne Vinson,7,2
C697037682,Effie Lin,1,1
C311231956,Xavier Beltran,7,1
C1221206715,Zeenat Nixon,6,1
C2070853181,Aaliyah Mcdougall,2,0
C227072577,Kellan Cullen,1,2
C2001853825,Theodora Kemp,9,0
C1855452714,Sameer Dowling,4,1
C735571472,Nelson Redmond,1,1
C1385403198,Zunaira Frank,0,2
C56891872,Megan Benjamin,4,1
C1142323935,Aiden Naylor,6,2
C181541632,Colm Gordon,8,2
C702199971,Reid Betts,8,1
C1422902332,Mujtaba Wade,0,2
C603491576,Amanah Bruce,0,1
C1158357410,Warwick Fraser,6,1
C137837910,Priscilla Kearns,0,1
C1970205093,Elisa Burt,1,2
C2041784725,Hettie Fernandez,4,1
C1253987615,Lilly-Grace Pollard,1,2
C1709085295,Emily-Jane Doyle,1,1
C1856992616,Humairaa Pate,1,1
C1977483295,Teresa Appleton,1,0
C757541690,Alya Kelly,7,0
C943067075,Cathal Stone,3,1
C1235069220,Elaine Clifford,5,1
C1487669945,Jem Noel,6,1
C1357663864,Adelle Blaese,7,2
C1956383176,Brennan Hardy,3,1
C886327876,Sakina Lawrence,8,0
C314562166,Carmel Hernandez,6,2
C597173787,Lester Hopper,5,2
C61130917,Faisal Alcock,4,1
C317821147,Nabil Spencer,2,1
C2101436762,Rome Palmer,7,1
C1308406202,Sonya Bain,4,1
C1223625640,Dhruv Barr,7,1
C528412445,Arwen Franco,6,0
C104029024,Andre Swan,9,0
C1723587773,Veer Leon,8,2
C1105717178,Liberty Benjamin,2,1
C1494686584,Mikayla Lim,4,0
C1620984820,Noor Firth,1,2
C1799803731,Justin Morris,8,1
C852075092,Nimra Melton,4,2
C995808462,Lewie Coleman,2,0
C846262149,Raheel Povey,4,1
C1677632726,Jed Kerr,1,0
C973384194,Avaya Mcgowan,7,2
C1564416362,Husnain Vu,0,2
C648580022,Melissa Redfern,5,1
C1185666309,Nazia Mcgill,9,1
C1685802240,Peggy Crouch,6,2
C107781890,Caleb Beach,4,1
C773817106,Josiah Turnbull,4,0
C1925497111,Taylan Burt,7,2
C1728854350,Raveena Henderson,4,2
C903422382,Caprice Rahman,5,1
C866777521,Oluwatobiloba Delacruz,6,1
C1731283626,Simeon Love,9,0
C1643235659,Zaine Henry,2,0
C1631672033,Reyansh Drake,4,0
C214443129,Oskar Mcphee,8,0
C873881299,Sunil Cantu,6,1
C313392266,Milli Flores,6,1
C290149418,Arlene Zamora,1,0
C396455581,Ryker Huynh,5,1
C1788184911,Dalia Farmer,9,2
C565471795,Ishan Tanner,7,2
C1093426020,Jennie Hester,9,0
C120946175,Lloyd Cleveland,6,2
C1885113018,Robson Guevara,8,0
C1401428142,Kaan Moreno,0,1
C2138987941,Rajan Oconnor,8,1
C2104603365,Emanuel Wills,8,0
C1856997517,Kourtney Wilkins,9,2
C1832017530,Millie Kirkland,6,1
C257763194,Sukhmani Mcdougall,5,2
C405175101,Charleigh Storey,1,2
C616761021,Neriah Gilmore,9,2
C1681664546,Alishba Saunders,3,2
C1340623371,Griffin Hatfield,6,1
C1940020133,Curtis Rayner,0,2
C675940886,Jo Mccoy,6,1
C1147252079,Arianna Crowther,3,1
C2067352273,Lorna Gregory,9,0
C64742682,Miyah Kemp,7,2
C311943970,Kaylan Donnelly,4,0
C592010339,Poppie Hall,7,1
C2145820197,Niall Hunt,0,0
C91704588,Courteney Fitzpatrick,7,1
C684994675,Daphne Browning,6,0
C1092082510,Alannah Daugherty,9,1
C172716799,Ioan Hurst,0,0
C904610199,Mallory Hansen,4,0
C1124583826,Kiah Cline,4,1
C2105707448,Tanisha Cassidy,4,1
C299358622,Wiktor Duggan,8,2
C1041325211,Rhiana Herrera,6,0
C1938865069,Dawson Foster,6,1
C780916263,Preston Gardiner,2,0
C553125308,Nichole Howells,8,2
C529833420,Angharad Pritchard,1,1
C899722894,Franky Medrano,8,1
C319125337,Liyah Scott,8,1
C1521412329,Amal Jarvis,7,0
C1841951718,Jordan-Lee Mendoza,0,1
C2097538833,Mcauley Milner,9,2
C2102445288,Yousef Gaines,8,2
C1921112645,Gurveer Bell,8,2
C1954922915,Kyra Shaw,2,0
C1550932373,Aamina Manning,3,1
C447152486,Sam Castro,7,0
C1081430856,Ryley Seymour,3,2
C396185675,Sofia Gould,2,0
C1098256092,Tillie Bolton,3,0
C1677233061,Sinead Whittington,8,1
C167603073,Mazie Wooten,2,1
C1956609533,Priya Pittman,0,2
C99523932,Sharon Parkes,8,2
C577543143,Elin Clemons,7,1
C1339072549,Colby Cannon,1,1
C1051054334,Ismaeel Turner,6,1
C2018559854,Rohit Decker,5,2
C1110380593,Isaak North,4,0
C137646553,Romana Vega,7,1
C1720946136,Nadine Power,4,2
C1552394147,Lylah Davenport,0,1
C1989644147,Sinead Castillo,0,2
C1546345978,Brent Britton,9,0
C648869610,Zayyan Fleming,6,1
C1199040291,Meerab Sanchez,8,1
C231802025,Viktoria Coulson,4,1
C194206820,Trinity Ho,1,0
C1246355546,Jonny Cherry,9,2
C847202511,Imaani Gilliam,3,0
C932111973,Renee Osborne,3,1
C644873356,Kris Parkinson,2,2
C597787435,Marcos Duncan,7,1
C1808834208,Carole Amin,2,1
C732819569,Ioan Rossi,1,1
C1920983572,Ranveer Justice,4,1
C841101112,Milana Hopkins,7,2
C2074762474,Alayna Mcloughlin,5,0
C1105082736,Roger Marin,2,1
C1951974905,Simrah Sweeney,1,0
C1564252820,Alicia Odling,5,2
C1004932344,Jennie Deacon,7,2
C161702256,Kristofer Valentine,1,2
C812819178,Ubaid Parrish,8,0
C640521428,Kitty Chaney,8,0
C757583141,Trent Chang,5,0
C1058898192,Yasmine Kouma,6,1
C442302955,Gabija Briggs,1,1
C1344056640,Abdi Carlson,2,0
C1128336515,Conor Hansen,9,2
C268898554,Emmie Flynn,7,1
C1646729544,Tiah Metcalfe,4,1
C1474612961,Jimmy Sosa,7,0
C478864778,Tyrell Horner,3,0
C874690081,Tyrese Bautista,6,1
C1855263924,Killian Ramirez,7,1
C1419398272,Atticus Millar,7,1
C870248761,Amy-Leigh Mcneill,9,0
C376354391,Phillipa Gamble,0,1
C651455443,Ariana Sampson,9,1
C24694552,Libbie Rahman,8,1
C619917512,Carolina Carty,2,0
C958505693,Asmaa Adkins,8,0
C1203263677,Astrid Goff,6,1
C210056398,Shay Wilks,5,1
C939935945,Orlaith Whitney,1,0
C1083975432,Maciej French,5,1
C1625460000,Mikaeel Thorne,5,2
C1781060085,Rayhaan Lister,1,0
C691740926,Sherri Gregory,3,1
C1564750708,Tye Huffman,2,1
C1909450320,Ernie Ramos,1,0
C586398248,Heena Goodman,9,2
C1352884845,Summer-Louise Childs,5,2
C2018959868,Keir Mcculloch,5,1
C517378102,Tyreese Berg,3,0
C440105939,Aarav Stark,2,0
C81761462,Ellie Whitfield,4,0
C782431035,Sia Chandler,3,2
C318727685,Eddison Vu,8,0
C1398497898,Dalia Alcock,4,1
C727266963,Teddy Simons,1,1
C316351464,Savannah Amos,1,2
C2080223480,Shoaib Hulme,9,2
C288528517,Keavy Craig,8,1
C1280392439,Bartosz Cole,5,0
C1412192129,Shayan Clegg,3,1
C574118619,Tamzin Proctor,2,0
C1035231308,Samanta Cleveland,9,0
C1643089442,Dakota Mcnamara,7,0
C2132040145,Kloe Mckeown,5,1
C1639768191,Aniqa Khan,7,1
C1874969925,Nichole Hardin,2,1
C1916979201,Cheyanne Vinson,1,1
C696025030,Effie Lin,1,1
C747681694,Xavier Beltran,1,1
C1735835886,Zeenat Nixon,5,1
C479833141,Aaliyah Mcdougall,8,2
C1756967428,Kellan Cullen,6,1
C1756370271,Theodora Kemp,7,0
C441755511,Sameer Dowling,1,0
C1825163750,Nelson Redmond,1,2
C79373261,Zunaira Frank,1,0
C1533049867,Megan Benjamin,5,1
C1175745686,Aiden Naylor,2,2
C1127495040,Colm Gordon,3,0
C1108159039,Reid Betts,5,0
C1023986366,Mujtaba Wade,1,2
C974884136,Amanah Bruce,8,2
C292291718,Warwick Fraser,3,2
C1791648047,Priscilla Kearns,1,1
C1080393927,Elisa Burt,5,2
C136718436,Hettie Fernandez,1,1
C1269339100,Lilly-Grace Pollard,6,0
C610084656,Emily-Jane Doyle,3,1
C909955223,Humairaa Pate,3,1
C568664469,Teresa Appleton,4,2
C2043423869,Alya Kelly,1,1
C690283451,Cathal Stone,2,0
C558208643,Elaine Clifford,7,2
C716433811,Jem Noel,5,0
C1010013100,Adelle Blaese,4,1
C835713831,Brennan Hardy,8,1
C67462140,Sakina Lawrence,6,1
C849507437,Carmel Hernandez,4,0
C2088417245,Lester Hopper,5,1
C550195104,Faisal Alcock,2,0
C23811784,Nabil Spencer,7,1
C40523523,Rome Palmer,9,1
C2024193697,Sonya Bain,2,1
C1028875933,Dhruv Barr,8,1
C1834089595,Arwen Franco,4,0
C550438086,Andre Swan,5,2
C1884550,Veer Leon,5,0
C652028054,Liberty Benjamin,2,2
C1141746194,Mikayla Lim,0,1
C2051710337,Noor Firth,2,1
C899453894,Justin Morris,6,2
C1674592726,Nimra Melton,2,1
C478926454,Lewie Coleman,9,2
C1202337184,Raheel Povey,2,2
C638911090,Jed Kerr,4,2
C1783422640,Avaya Mcgowan,5,1
C1926588951,Husnain Vu,2,1
C1650962538,Melissa Redfern,6,2
C687747626,Nazia Mcgill,6,0
C1417842001,Peggy Crouch,8,0
C196707147,Caleb Beach,3,0
C1764220244,Josiah Turnbull,0,1
C1891186286,Taylan Burt,8,1
C1615328811,Raveena Henderson,2,1
C1731381502,Caprice Rahman,3,2
C984942313,Oluwatobiloba Delacruz,3,1
C1696356666,Simeon Love,7,1
C926356400,Zaine Henry,4,1
C1420004577,Reyansh Drake,5,2
C1557461403,Oskar Mcphee,2,1
C1215503667,Sunil Cantu,1,2
C1860887050,Milli Flores,3,1
C335937419,Arlene Zamora,0,2
C1146086077,Ryker Huynh,1,0
C647377206,Dalia Farmer,3,1
C492071880,Ishan Tanner,4,0
C649410773,Jennie Hester,5,1
C302473405,Lloyd Cleveland,1,1
C93318218,Robson Guevara,4,0
C993774872,Kaan Moreno,4,1
C502048135,Rajan Oconnor,8,1
C1736177612,Emanuel Wills,4,1
C38642998,Kourtney Wilkins,0,1
C2012647007,Millie Kirkland,8,0
C545307176,Sukhmani Mcdougall,6,1
C1495418678,Charleigh Storey,7,1
C191378319,Neriah Gilmore,3,1
C773622064,Alishba Saunders,2,1
C1391435462,Griffin Hatfield,7,2
C1389257852,Curtis Rayner,5,2
C2050129423,Jo Mccoy,5,1
C1248120152,Arianna Crowther,7,0
C1496311681,Lorna Gregory,9,1
C461702873,Miyah Kemp,2,1
C738833917,Kaylan Donnelly,2,2
C1350235887,Poppie Hall,4,1
C1496285793,Niall Hunt,1,0
C1762963158,Courteney Fitzpatrick,5,2
C937957123,Daphne Browning,1,2
C1644307855,Alannah Daugherty,0,1
C173446728,Ioan Hurst,9,1
C898590916,Mallory Hansen,4,2
C2027951296,Kiah Cline,8,2
C1627238432,Tanisha Cassidy,6,0
C253384944,Wiktor Duggan,5,2
C1883024476,Rhiana Herrera,6,2
C706275126,Dawson Foster,6,0
C1649666990,Preston Gardiner,1,1
C422740711,Nichole Howells,7,1
C689978499,Angharad Pritchard,7,1
C1476307635,Franky Medrano,1,1
C1515597585,Liyah Scott,2,2
C1916454140,Amal Jarvis,3,2
C1002750213,Jordan-Lee Mendoza,1,1
C424501244,Mcauley Milner,8,1
C1921570147,Yousef Gaines,8,2
C1454502634,Gurveer Bell,2,1
C1264635344,Kyra Shaw,0,2
C950131199,Aamina Manning,2,0
C204873797,Sam Castro,8,0
C1430889867,Ryley Seymour,7,1
C411757759,Sofia Gould,1,0
C777171056,Tillie Bolton,7,0
C333154807,Sinead Whittington,8,0
C195429370,Mazie Wooten,1,0
C1149692197,Priya Pittman,5,0
C2146173173,Sharon Parkes,6,0
C808958670,Elin Clemons,8,0
C188073697,Colby Cannon,0,1
C1744667951,Ismaeel Turner,6,1
C1779544788,Rohit Decker,5,1
C2034399741,Isaak North,1,2
C1922916103,Romana Vega,4,1
C360563858,Nadine Power,6,1
C1764410927,Lylah Davenport,8,0
C456185215,Sinead Castillo,7,1
C1620237279,Brent Britton,2,1
C1597399644,Zayyan Fleming,9,2
C841836587,Meerab Sanchez,1,0
C791398460,Viktoria Coulson,2,1
C1494327845,Trinity Ho,5,0
C903417817,Jonny Cherry,6,1
C1819035001,Imaani Gilliam,5,2
C494340832,Renee Osborne,5,2
C1235452897,Kris Parkinson,7,1
C880409291,Marcos Duncan,1,0
C976234160,Carole Amin,7,0
C531962652,Ioan Rossi,7,0
C1255944064,Ranveer Justice,2,0
C822623154,Milana Hopkins,6,2
C171347589,Alayna Mcloughlin,0,0
C1038879012,Roger Marin,5,2
C1715666403,Simrah Sweeney,5,0
C96899586,Alicia Odling,8,1
C1591640139,Jennie Deacon,0,1
C1191641729,Kristofer Valentine,0,0
C2127642857,Ubaid Parrish,0,2
C619792345,Kitty Chaney,4,2
C1528646348,Trent Chang,6,2
C792698702,Yasmine Kouma,8,1
C1875538737,Gabija Briggs,8,1
C228994633,Abdi Carlson,4,1
C357557652,Conor Hansen,3,2
C689987575,Emmie Flynn,3,0
C2008542354,Tiah Metcalfe,9,1
C1272922187,Jimmy Sosa,4,1
C559312865,Tyrell Horner,3,1
C170017755,Tyrese Bautista,1,2
C1119481201,Killian Ramirez,5,1
C1943347317,Atticus Millar,8,2
C1643016329,Amy-Leigh Mcneill,4,0
C2043333620,Phillipa Gamble,4,2
C1955947481,Ariana Sampson,3,1
C773403574,Libbie Rahman,1,2
C1021404356,Carolina Carty,5,1
C333155783,Asmaa Adkins,0,0
C1284485070,Astrid Goff,6,0
C736932202,Shay Wilks,6,1
C479999895,Orlaith Whitney,6,1
C1407591542,Maciej French,0,1
C1655046171,Mikaeel Thorne,4,1
C747608772,Rayhaan Lister,7,1
C1372725325,Sherri Gregory,4,2
C863333269,Tye Huffman,3,1
C1627456312,Ernie Ramos,5,0
C831056998,Heena Goodman,4,1
C1897423442,Summer-Louise Childs,4,2
C1764333095,Keir Mcculloch,5,0
C5787897,Tyreese Berg,9,2
C1984264008,Aarav Stark,2,2
C1149075744,Ellie Whitfield,4,1
C1631633190,Sia Chandler,7,1
C601744495,Eddison Vu,5,1
C2122266731,Dalia Alcock,4,0
C855567992,Teddy Simons,1,1
C2118949588,Savannah Amos,5,2
C2046253334,Shoaib Hulme,4,2
C831295447,Keavy Craig,5,0
C1950628528,Bartosz Cole,6,0
C758669281,Shayan Clegg,7,1
C760982447,Tamzin Proctor,1,1
C1735653606,Samanta Cleveland,4,0
C213727420,Dakota Mcnamara,8,2
C67604464,Kloe Mckeown,8,0
C842518491,Aniqa Khan,5,2
C297612430,Nichole Hardin,8,0
C762933654,Cheyanne Vinson,2,0
C1499296536,Effie Lin,5,1
C443153940,Xavier Beltran,8,2
C2096810254,Zeenat Nixon,5,2
C245812951,Aaliyah Mcdougall,7,1
C1903298707,Kellan Cullen,5,0
C1080932164,Theodora Kemp,6,2
C1940291313,Sameer Dowling,4,2
C1057723403,Nelson Redmond,3,1
C788540094,Zunaira Frank,5,1
C1343356290,Megan Benjamin,4,2
C496641435,Aiden Naylor,7,1
C1040186958,Colm Gordon,6,1
C1329497032,Reid Betts,2,2
C3337576,Mujtaba Wade,6,1
C504295673,Amanah Bruce,4,1
C539166009,Warwick Fraser,6,1
C1147215243,Priscilla Kearns,3,1
C618560256,Elisa Burt,2,1
C1223753936,Hettie Fernandez,5,1
C1724781064,Lilly-Grace Pollard,5,1
C613386502,Emily-Jane Doyle,0,2
C2019074086,Humairaa Pate,5,2
C55221955,Teresa Appleton,3,1
C1431832164,Alya Kelly,6,1
C1984623715,Cathal Stone,8,0
C1829824586,Elaine Clifford,1,1
C1661354998,Jem Noel,2,1
C76354725,Adelle Blaese,5,1
C1707772239,Brennan Hardy,5,1
C1214666641,Sakina Lawrence,3,1
C1591524257,Carmel Hernandez,5,1
C307528065,Lester Hopper,7,2
C675133068,Faisal Alcock,6,0
C1386595802,Nabil Spencer,5,0
C1014159739,Rome Palmer,3,1
C2083555753,Sonya Bain,6,1
C1540911043,Dhruv Barr,8,0
C1671196465,Arwen Franco,8,0
C463064874,Andre Swan,5,1
C747586866,Veer Leon,9,1
C745165429,Liberty Benjamin,7,0
C1095111796,Mikayla Lim,0,2
C389443515,Noor Firth,5,0
C1764507369,Justin Morris,4,0
C414736908,Nimra Melton,1,1
C1020763415,Lewie Coleman,2,2
C1592964017,Raheel Povey,3,2
C223524154,Jed Kerr,8,2
C1187638165,Avaya Mcgowan,3,1
C404322361,Husnain Vu,7,0
C1610797942,Melissa Redfern,4,1
C1763576224,Nazia Mcgill,2,2
C974486538,Peggy Crouch,3,1
C1830021088,Caleb Beach,8,1
C45500801,Josiah Turnbull,8,2
C1628195212,Taylan Burt,1,1
C717437891,Raveena Henderson,2,2
C785522533,Caprice Rahman,3,1
C2014776046,Oluwatobiloba Delacruz,2,2
C1838537722,Simeon Love,3,2
C318957806,Zaine Henry,8,1
C1390969620,Reyansh Drake,4,1
C330177744,Oskar Mcphee,8,1
C439395161,Sunil Cantu,5,0
C268899574,Milli Flores,7,1
C803278531,Arlene Zamora,9,0
C630923518,Ryker Huynh,1,1
C715366504,Dalia Farmer,2,2
C951386899,Ishan Tanner,4,1
C1154832427,Jennie Hester,6,1
C1741013492,Lloyd Cleveland,4,1
C2004413316,Robson Guevara,0,2
C1565474861,Kaan Moreno,6,0
C609754583,Rajan Oconnor,7,1
C719216893,Emanuel Wills,6,1
C230101923,Kourtney Wilkins,2,2
C2114463340,Millie Kirkland,2,2
C1129998577,Sukhmani Mcdougall,7,0
C1229009616,Charleigh Storey,9,0
C42399205,Neriah Gilmore,2,2
C302717092,Alishba Saunders,5,1
C1310426886,Griffin Hatfield,4,0
C990912078,Curtis Rayner,1,1
C1663399219,Jo Mccoy,7,0
C178092835,Arianna Crowther,6,2
C826603088,Lorna Gregory,2,2
C801082246,Miyah Kemp,7,1
C1492791508,Kaylan Donnelly,6,0
C859598622,Poppie Hall,1,1
C553775651,Niall Hunt,4,0
C1891751825,Courteney Fitzpatrick,4,1
C1457045622,Daphne Browning,7,1
C1590007791,Alannah Daugherty,2,2
C541507321,Ioan Hurst,5,2
C2097904193,Mallory Hansen,2,2
C438773391,Kiah Cline,4,0
C1469350798,Tanisha Cassidy,2,2
C1199631724,Wiktor Duggan,3,1
C1279745405,Rhiana Herrera,1,1
C1069297544,Dawson Foster,1,2
C503608305,Preston Gardiner,2,1
C918604549,Nichole Howells,4,0
C1312845467,Angharad Pritchard,7,1
C1709356628,Franky Medrano,4,0
C1807299864,Liyah Scott,3,1
C417865264,Amal Jarvis,7,1
C999561483,Jordan-Lee Mendoza,6,1
C430439060,Mcauley Milner,3,2
C1798280709,Yousef Gaines,8,2
C1894286890,Gurveer Bell,9,0
C1455272441,Kyra Shaw,0,1
C36106049,Aamina Manning,1,0
C222477744,Sam Castro,5,0
C1861080291,Ryley Seymour,3,1
C1535406744,Sofia Gould,7,1
C841026873,Tillie Bolton,7,1
C706124272,Sinead Whittington,2,1
C719063709,Mazie Wooten,2,0
C1379184108,Priya Pittman,5,1
C1749432918,Sharon Parkes,9,1
C1988224951,Elin Clemons,6,2
C1019450136,Colby Cannon,4,0
C1273954977,Ismaeel Turner,4,2
C312612096,Rohit Decker,1,2
C1810359484,Isaak North,7,1
C1268572555,Romana Vega,5,2
C2018842707,Nadine Power,3,2
C2061305932,Lylah Davenport,6,1
C776720815,Sinead Castillo,9,0
C41413972,Brent Britton,2,0
C1378941641,Zayyan Fleming,1,1
C1086134187,Meerab Sanchez,5,1
C814440634,Viktoria Coulson,8,0
C1486386028,Trinity Ho,1,1
C1890592667,Jonny Cherry,3,0
C458557319,Imaani Gilliam,8,0
C1327443193,Renee Osborne,1,0
C1409758565,Kris Parkinson,5,1
C379592326,Marcos Duncan,7,1
C544112719,Carole Amin,0,0
C986113610,Ioan Rossi,5,2
C746888122,Ranveer Justice,3,1
C2017200797,Milana Hopkins,7,0
C1276012117,Alayna Mcloughlin,6,1
C1235630055,Roger Marin,4,1
C1859472397,Simrah Sweeney,0,2
C1859303084,Alicia Odling,9,1
C172297230,Jennie Deacon,6,1
C1312070767,Kristofer Valentine,7,1
C1159233561,Ubaid Parrish,7,0
C1040460224,Kitty Chaney,1,0
C469985138,Trent Chang,8,2
C1992181625,Yasmine Kouma,6,2
C2007435775,Gabija Briggs,5,1
C1752331490,Abdi Carlson,4,1
C1875752553,Conor Hansen,2,2
C1800184166,Emmie Flynn,6,2
C1598361610,Tiah Metcalfe,7,1
C1399871029,Jimmy Sosa,3,0
C709534455,Tyrell Horner,6,1
C1275852813,Tyrese Bautista,4,0
C1647938073,Killian Ramirez,4,2
C2118843192,Atticus Millar,3,2
C775437679,Amy-Leigh Mcneill,4,0
C700820463,Phillipa Gamble,1,0
C1055396980,Ariana Sampson,8,0
C1114552627,Libbie Rahman,9,1
C1228531587,Carolina Carty,7,2
C1063141134,Asmaa Adkins,7,0
C1853044779,Astrid Goff,2,2
C1575534657,Shay Wilks,9,2
